Full dataset,,,,,,,,,,,,,,,,,
,Field labels,GP7,SrpI-like,Gp13-like,Gp10A-like,Phage_cap_E,P22_CoatProtein,Phage_capsid,Phage_capsid_2,Linocin_M18,L_lactis_ph-MCP,DUF2184,ENC_III,ENCP4,DUF6260,DUF5309,Total
,Notes,,,,,,,,,,,,,,,,
,Generated_by,Co_occurrence_tkinter.py,,,,,,,,,,,,,,,
,Date,12/1/25,,,,,,,,,,,,,,,
Mini_DTR_398496_14,Mini_DTR_398496_14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_518380_5,Control_DTR_518380_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_317631_25,Control_DTR_317631_25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_503996_8,Mini_DTR_503996_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_076975_4,Control_DTR_076975_4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Micro_DTR_544480_5,Micro_DTR_544480_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Control_DTR_790829_2,Control_DTR_790829_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_888960_24,Control_DTR_888960_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control_DTR_827576_8,Control_DTR_827576_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_608817_3,Mini_DTR_608817_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_142282_13,Control_DTR_142282_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_261515_5,Mini_DTR_261515_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_837240_7,Mini_DTR_837240_7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Mini_DTR_623571_8,Mini_DTR_623571_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_102029_9,Control_DTR_102029_9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_789277_3,Control_DTR_789277_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_539244_5,Micro_DTR_539244_5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Control_DTR_551916_26,Control_DTR_551916_26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_171623_4,Control_DTR_171623_4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Mini_DTR_595842_4,Mini_DTR_595842_4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Mini_DTR_635016_5,Mini_DTR_635016_5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Micro_DTR_447211_4,Micro_DTR_447211_4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Control_DTR_129346_4,Control_DTR_129346_4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Micro_DTR_480101_1,Micro_DTR_480101_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Control_DTR_131353_9,Control_DTR_131353_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_297417_2,Mini_DTR_297417_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_886927_2,Control_DTR_886927_2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_131427_1,Control_DTR_131427_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Control_DTR_575074_4,Control_DTR_575074_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_620906_10,Control_DTR_620906_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_662783_4,Control_DTR_662783_4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Control_DTR_244749_18,Control_DTR_244749_18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_298792_7,Mini_DTR_298792_7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Mini_DTR_636135_12,Mini_DTR_636135_12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_832945_8,Control_DTR_832945_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_423158_16,Control_DTR_423158_16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_765586_19,Control_DTR_765586_19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_665116_7,Mini_DTR_665116_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_572153_2,Mini_DTR_572153_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_817142_11,Control_DTR_817142_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_682621_7,Control_DTR_682621_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_412380_9,Control_DTR_412380_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_128577_20,Control_DTR_128577_20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_170629_23,Control_DTR_170629_23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_505850_12,Mini_DTR_505850_12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Control_DTR_163799_17,Control_DTR_163799_17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Control_DTR_868204_13,Control_DTR_868204_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_825381_9,Mini_DTR_825381_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_573992_13,Control_DTR_573992_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_131056_14,Control_DTR_131056_14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Control_DTR_050134_8,Control_DTR_050134_8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_286934_2,Mini_DTR_286934_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_653102_3,Control_DTR_653102_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_065949_10,Control_DTR_065949_10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_315534_7,Control_DTR_315534_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_597910_8,Control_DTR_597910_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_160745_2,Control_DTR_160745_2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_137463_14,Control_DTR_137463_14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Mini_DTR_267198_7,Mini_DTR_267198_7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_208882_11,Control_DTR_208882_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
Control_DTR_053582_9,Control_DTR_053582_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_112871_7,Mini_DTR_112871_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_778784_16,Control_DTR_778784_16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_308094_7,Mini_DTR_308094_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_789743_24,Control_DTR_789743_24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_700447_3,Control_DTR_700447_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_315673_23,Control_DTR_315673_23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_503953_10,Mini_DTR_503953_10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Mini_DTR_704498_10,Mini_DTR_704498_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_480539_16,Control_DTR_480539_16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_713355_11,Control_DTR_713355_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_046476_3,Control_DTR_046476_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_034014_3,Control_DTR_034014_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_097053_12,Mini_DTR_097053_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_027582_17,Control_DTR_027582_17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_486117_22,Control_DTR_486117_22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_482508_17,Control_DTR_482508_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_719345_7,Control_DTR_719345_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_256259_1,Micro_DTR_256259_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_034013_24,Control_DTR_034013_24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_591294_8,Control_DTR_591294_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_534075_5,Micro_DTR_534075_5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Control_DTR_282867_3,Control_DTR_282867_3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Control_DTR_545965_14,Control_DTR_545965_14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_317981_20,Control_DTR_317981_20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_890275_1,Mini_DTR_890275_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_530486_1,Micro_DTR_530486_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Control_DTR_348973_11,Control_DTR_348973_11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mini_DTR_696999_3,Mini_DTR_696999_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010843914.1,Refseq_YP_010843914.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010094972.1,Refseq_YP_010094972.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009304265.1,Refseq_YP_009304265.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010355901.1,Refseq_YP_010355901.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009600608.1,Refseq_YP_009600608.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009607225.1,Refseq_YP_009607225.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009194273.1,Refseq_YP_009194273.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009290977.1,Refseq_YP_009290977.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009801652.1,Refseq_YP_009801652.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010051417.1,Refseq_YP_010051417.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010676010.1,Refseq_YP_010676010.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Refseq_YP_010051224.1,Refseq_YP_010051224.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010648369.1,Refseq_YP_010648369.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008059528.1,Refseq_YP_008059528.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009823366.1,Refseq_YP_009823366.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_002274266.1,Refseq_YP_002274266.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009909397.1,Refseq_YP_009909397.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009909320.1,Refseq_YP_009909320.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009909243.1,Refseq_YP_009909243.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009909088.1,Refseq_YP_009909088.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_002274188.1,Refseq_YP_002274188.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_001449293.1,Refseq_YP_001449293.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_239802.1,Refseq_YP_239802.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010051677.1,Refseq_YP_010051677.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_007006570.1,Refseq_YP_007006570.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009948738.1,Refseq_YP_009948738.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010719873.1,Refseq_YP_010719873.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009224264.1,Refseq_YP_009224264.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009799363.1,Refseq_YP_009799363.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Fringe_YP_010772496.1,Fringe_YP_010772496.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Fringe_YP_010768501.1,Fringe_YP_010768501.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_009787334.1,Refseq_YP_009787334.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009152981.1,Refseq_YP_009152981.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010051614.1,Refseq_YP_010051614.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009620683.1,Refseq_YP_009620683.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010755350.1,Refseq_YP_010755350.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010719865.1,Refseq_YP_010719865.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_010104146.1,Refseq_YP_010104146.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009013024.1,Refseq_YP_009013024.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010088187.1,Refseq_YP_010088187.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009276877.1,Refseq_YP_009276877.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009819662.1,Refseq_YP_009819662.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009808584.1,Refseq_YP_009808584.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008241996.1,Refseq_YP_008241996.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010356618.1,Refseq_YP_010356618.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010754521.1,Refseq_YP_010754521.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_579208.1,Refseq_YP_579208.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_NP_803339.1,Refseq_NP_803339.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083879.1,Refseq_YP_010083879.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083814.1,Refseq_YP_010083814.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083746.1,Refseq_YP_010083746.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083681.1,Refseq_YP_010083681.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083603.1,Refseq_YP_010083603.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083512.1,Refseq_YP_010083512.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083315.1,Refseq_YP_010083315.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009204261.1,Refseq_YP_009204261.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008058803.1,Refseq_YP_008058803.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_007392389.1,Refseq_YP_007392389.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_007005732.1,Refseq_YP_007005732.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_002268008.1,Refseq_YP_002268008.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010754160.1,Refseq_YP_010754160.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Refseq_YP_009815764.1,Refseq_YP_009815764.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010774059.1,Refseq_YP_010774059.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009830738.1,Refseq_YP_009830738.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009285253.1,Refseq_YP_009285253.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009281107.1,Refseq_YP_009281107.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_112497.1,Refseq_YP_112497.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009855338.1,Refseq_YP_009855338.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009854711.1,Refseq_YP_009854711.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009815836.1,Refseq_YP_009815836.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010051029.1,Refseq_YP_010051029.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_007237117.1,Refseq_YP_007237117.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009818566.1,Refseq_YP_009818566.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009884815.1,Refseq_YP_009884815.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010774329.1,Refseq_YP_010774329.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010774265.1,Refseq_YP_010774265.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010774194.1,Refseq_YP_010774194.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010774130.1,Refseq_YP_010774130.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009282346.1,Refseq_YP_009282346.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009201498.1,Refseq_YP_009201498.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009639684.1,Refseq_YP_009639684.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010050799.1,Refseq_YP_010050799.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009815693.1,Refseq_YP_009815693.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083285.1,Refseq_YP_010083285.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_002332404.1,Refseq_YP_002332404.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_240005.1,Refseq_YP_240005.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_239938.1,Refseq_YP_239938.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_239859.1,Refseq_YP_239859.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_NP_075504.1,Refseq_NP_075504.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083477.1,Refseq_YP_010083477.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083180.1,Refseq_YP_010083180.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083116.1,Refseq_YP_010083116.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010083372.1,Refseq_YP_010083372.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008767370.1,Refseq_YP_008767370.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_007002971.1,Refseq_YP_007002971.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010752332.1,Refseq_YP_010752332.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010752268.1,Refseq_YP_010752268.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Refseq_YP_010752201.1,Refseq_YP_010752201.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010049613.1,Refseq_YP_010049613.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010356705.1,Refseq_YP_010356705.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010752466.1,Refseq_YP_010752466.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010752806.1,Refseq_YP_010752806.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010098652.1,Refseq_YP_010098652.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010752670.1,Refseq_YP_010752670.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010752603.1,Refseq_YP_010752603.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010752536.1,Refseq_YP_010752536.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010752949.1,Refseq_YP_010752949.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010752876.1,Refseq_YP_010752876.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009196104.1,Refseq_YP_009196104.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009193818.1,Refseq_YP_009193818.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010050544.1,Refseq_YP_010050544.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009602564.1,Refseq_YP_009602564.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009803062.1,Refseq_YP_009803062.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010752129.1,Refseq_YP_010752129.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009621078.1,Refseq_YP_009621078.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009597506.1,Refseq_YP_009597506.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010050236.1,Refseq_YP_010050236.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010050479.1,Refseq_YP_010050479.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010752738.1,Refseq_YP_010752738.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_006383510.1,Refseq_YP_006383510.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010357881.1,Refseq_YP_010357881.1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3
Refseq_YP_010050419.1,Refseq_YP_010050419.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010049803.1,Refseq_YP_010049803.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010754056.1,Refseq_YP_010754056.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753985.1,Refseq_YP_010753985.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753916.1,Refseq_YP_010753916.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753848.1,Refseq_YP_010753848.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753780.1,Refseq_YP_010753780.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753710.1,Refseq_YP_010753710.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753641.1,Refseq_YP_010753641.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753571.1,Refseq_YP_010753571.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Fringe_YP_010664374.1,Fringe_YP_010664374.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refseq_YP_010753502.1,Refseq_YP_010753502.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753432.1,Refseq_YP_010753432.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753364.1,Refseq_YP_010753364.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753295.1,Refseq_YP_010753295.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753227.1,Refseq_YP_010753227.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753157.1,Refseq_YP_010753157.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753089.1,Refseq_YP_010753089.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_010753020.1,Refseq_YP_010753020.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009620511.1,Refseq_YP_009620511.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_008240963.1,Refseq_YP_008240963.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009838908.1,Refseq_YP_009838908.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009838841.1,Refseq_YP_009838841.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Refseq_YP_009838776.1,Refseq_YP_009838776.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
